road_id,road_name,road_type,proposed_trees,species_english,species_arabic,selection_reason,estimated_cost_egp,total_length_m,eligible_length_m,excluded_length_m
KED-ROAD-04141,شارع 4,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.45,20.46,11.99
KED-ROAD-04136,شارع السيد البحيري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.03,15.03,12.0
KED-ROAD-04126,شارع الشيخ,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.15,14.15,12.0
KED-ROAD-04125,شارع الشيخ,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.15,14.15,12.0
KED-ROAD-01980,شارع الاحمر,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.67,16.68,11.99
KED-ROAD-04974,شارع حسين سلام,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.46,18.47,11.99
KED-ROAD-04973,شارع حسين سلام,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.46,18.47,11.99
KED-ROAD-04970,شارع الاداره الصحيه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.7,19.71,11.99
KED-ROAD-04969,شارع الاداره الصحيه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.7,19.71,11.99
KED-ROAD-04964,شارع ابو العلاء المعري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.39,17.39,12.0
KED-ROAD-04963,شارع ابو العلاء المعري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.39,17.39,12.0
KED-ROAD-04962,شارع رفاعه الطهطاوى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.57,15.58,11.99
KED-ROAD-04958,شارع الاداره الصحيه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.78,17.79,11.99
KED-ROAD-04957,شارع الاداره الصحيه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.78,17.79,11.99
KED-ROAD-04162,شارع الشيخ,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.89,16.89,12.0
KED-ROAD-04161,شارع الشيخ,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.89,16.89,12.0
KED-ROAD-04158,شارع السيد البحيري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.24,17.25,11.99
KED-ROAD-04157,شارع السيد البحيري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.24,17.25,11.99
KED-ROAD-04152,شارع الفقى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.28,16.29,11.99
KED-ROAD-04941,امتداد شارع الخليج الاعظم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.24,20.25,11.99
KED-ROAD-04940,شارع عمرو بن العاص,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.07,18.07,11.99
KED-ROAD-04939,شارع عمرو بن العاص,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.07,18.07,11.99
KED-ROAD-04932,امتداد شارع الخليج الاعظم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.17,19.19,11.99
KED-ROAD-00810,شارع ابو بكر الصديق,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.25,14.25,12.0
KED-ROAD-00798,شارع الجميل,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.4,20.4,12.0
KED-ROAD-00797,شارع الجميل,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.4,20.4,12.0
KED-ROAD-00796,شارع خفاجه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.93,16.94,11.99
KED-ROAD-00795,شارع خفاجه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.93,16.94,11.99
KED-ROAD-00792,شارع السبكى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.36,16.38,11.99
KED-ROAD-00791,شارع السبكى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.36,16.38,11.99
KED-ROAD-04182,شارع بورسعيد,tertiary,2,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,28.66,16.67,11.99
KED-ROAD-04174,شارع الوزير,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.65,18.67,11.99
KED-ROAD-04173,شارع الوزير,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.65,18.67,11.99
KED-ROAD-01974,شارع الاحمر,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.35,14.36,11.99
KED-ROAD-01973,شارع الاحمر,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.35,14.36,11.99
KED-ROAD-04921,شارع المطافى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.0,15.0,12.0
KED-ROAD-04920,شارع المطافى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.0,15.0,12.0
KED-ROAD-04919,شارع المطافى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.45,18.46,12.0
KED-ROAD-04918,شارع المطافى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.45,18.46,12.0
KED-ROAD-04917,شارع صلاح سالم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.66,19.66,12.0
KED-ROAD-04916,شارع صلاح سالم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.66,19.66,12.0
